LOG_NO,RACE,GENDER,BIRTH_YEAR
2020-0003532,NULL,Male,NULL
2020-0003533,NULL,Male,NULL
2020-0003534,Black or African American,Female,1989
2020-0003535,NULL,Male,NULL
2020-0003537,NULL,Male,NULL
2020-0003538,NULL,Male,NULL
2020-0003539,NULL,Male,NULL
2020-0003542,Black or African American,Female,1998
2020-0003546,Black or African American,Male,1989
2020-0003550,Black or African American,Male,1991
2020-0003555,Black or African American,Female,1981
2020-0003559,NULL,Female,1992
2020-0003561,Black or African American,Male,1997
2020-0003564,"Hispanic, Latino, or Spanish origin",Female,1993
2020-0003566,"Hispanic, Latino, or Spanish origin",Female,1990
2020-0003569,Asian,Male,1989
2020-0003570,Black or African American,Male,1971
2020-0003584,NULL,Female,1977
2020-0003585,Black or African American,Male,2020
2020-0003586,Asian,Male,1987
2020-0003593,NULL,Female,1991
2020-0003593,WHI,M,1971
2020-0003594,NULL,Female,NULL
2020-0003602,NULL,NULL,1978
2020-0003602,WHI,M,1975
2020-0003607,Black or African American,Male,1982
2020-0003609,Black or African American,Male,NULL
2020-0003609,S,M,1980
2020-0003612,WHI,F,1973
2020-0003612,WHI,F,1966
2020-0003622,NULL,NULL,NULL
2020-0003630,Black or African American,Male,1988
2020-0003630,WHI,M,1982
2020-0003635,BLK,M,1972
2020-0003635,NULL,NULL,NULL
2020-0003646,WHI,M,1972
2020-0003646,NULL,NULL,NULL
2020-0003647,BLK,M,1969
2020-0003648,WHI,M,1972
2020-0003648,Black or African American,NULL,NULL
2020-0003661,Black or African American,Male,1967
2020-0003664,S,M,1982
2020-0003670,"Hispanic, Latino, or Spanish Origin",Female,1994
2020-0003671,NULL,Female,1976
2020-0003672,NULL,Female,1997
2020-0003678,NULL,NULL,NULL
2020-0003681,Black or African American,Female,1991
2020-0003686,Black or African American,Female,1998
2020-0003688,White,Female,1970
2020-0003692,Black or African American,Male,NULL
2020-0003692,Black or African American,Male,1995
2020-0003692,BLK,M,1968
2020-0003700,NULL,Male,1989
2020-0003704,NULL,Male,1989
2020-0003705,NULL,Male,NULL
2020-0003707,Black or African American,Male,1991
2020-0003709,NULL,NULL,NULL
2020-0003730,"Hispanic, Latino, or Spanish Origin",Male,1980
2020-0003734,Black or African American,Female,2000
2020-0003736,"Hispanic, Latino, or Spanish Origin",Female,1985
2020-0003742,Asian,Non-binary/third gender,2020
2020-0003750,Black or African American,Male,1995
2020-0003750,BLK,M,1968
2020-0003752,WHI,M,1970
2020-0003752,NULL,NULL,1989
2020-0003756,Black or African American,Male,1992
2020-0003758,American Indian or Alaska Native,Male,NULL
2020-0003765,WHI,M,1969
2020-0003770,"Hispanic, Latino, or Spanish Origin",Male,1965
2020-0003772,Black or African American,Female,1989
2020-0003773,Black or African American,Male,1970
2020-0003774,Black or African American,Male,1998
2020-0003775,NULL,NULL,NULL
2020-0003781,WHI,M,NULL
2020-0003781,Black or African American,Female,1988
2020-0003785,NULL,Female,1991
2020-0003799,NULL,NULL,NULL
2020-0003802,Black or African American,Male,1980
2020-0003810,Black or African American,Male,1996
2020-0003818,"Hispanic, Latino, or Spanish origin",Female,1975
2020-0003820,"Hispanic, Latino, or Spanish Origin",Female,1996
2020-0003822,"Hispanic, Latino, or Spanish Origin",Male,NULL
2020-0003823,Black or African American,Male,1966
2020-0003826,Black or African American,Prefer not to say,NULL
2020-0003830,Not listed,Prefer not to say,NULL
2020-0003835,NULL,NULL,NULL
2020-0003835,NULL,NULL,1981
2020-0003836,WHI,M,1972
2020-0003839,WHI,M,1979
2020-0003842,Black or African American,Female,2000
2020-0003846,White,Male,1996
2020-0003850,Black or African American,Female,1992
2020-0003851,NULL,NULL,1998
2020-0003851,NULL,Male,1998
2020-0003852,Black or African American,Male,1992
2020-0003857,Not listed,Female,2001
2020-0003858,NULL,Female,NULL
2020-0003864,White,Female,1990
2020-0003866,White,Male,1995
2020-0003867,Black or African American,Male,NULL
2020-0003870,Black or African American,Male,1981
2020-0003871,White,Male,1992
2020-0003874,BLK,M,1973
2020-0003875,"Hispanic, Latino, or Spanish Origin",Female,1977
2020-0003876,Black or African American,Female,1991
2020-0003895,White,Male,1986
2020-0003897,Not listed,Female,1971
2020-0003901,Black or African American,Male,1984
2020-0003902,Black or African American,Male,1967
2020-0003904,WHI,M,1965
2020-0003904,Black or African American,Male,1984
2020-0003909,Asian,Male,1979
2020-0003911,White,Prefer not to say,1993
2020-0003912,BLK,M,1972
2020-0003918,Black or African American,Female,1991
2020-0003928,Black or African American,Male,1989
2020-0003938,Black or African American,Male,1991
2020-0003949,S,M,1963
2020-0003961,Black or African American,Male,1996
2020-0003965,Black or African American,Male,1987
2020-0003967,Black or African American,Male,1988
2020-0003971,Black or African American,Male,1981
2020-0003980,Black or African American,Male,NULL
2020-0003986,NULL,NULL,NULL
2020-0003987,Prefer Not to Say,Male,1947
2020-0003995,Black or African American,Male,1974
2020-0003995,WHI,M,1978
2020-0004001,WHI,M,NULL
2020-0004006,NULL,NULL,NULL
2020-0004009,"Hispanic, Latino, or Spanish Origin",Male,1987
2020-0004010,NULL,Female,1990
2020-0004013,NULL,Male,NULL
2020-0004024,Black or African American,Male,1992
2020-0004030,"Hispanic, Latino, or Spanish Origin",Male,1986
2020-0004030,S,M,1964
2020-0004032,"Hispanic, Latino, or Spanish Origin",Male,1995
2020-0004032,"Hispanic, Latino, or Spanish Origin",Female,1996
2020-0004036,White,Female,NULL
2020-0004040,White,Male,1974
2020-0004040,WHI,M,NULL
2020-0004043,S,M,1972
2020-0004046,Black or African American,Male,1985
2020-0004047,Black or African American,Male,1990
2020-0004048,Black or African American,Male,1991
2020-0004049,Black or African American,Male,1994
2020-0004050,Black or African American,Male,1969
2020-0004052,WHI,M,1971
2020-0004053,WHI,M,1980
2020-0004057,NULL,NULL,NULL
2020-0004057,White,Male,1973
2020-0004057,White,Male,2007
2020-0004057,WHI,M,1971
2020-0004059,Black or African American,Female,1957
2020-0004059,S,M,1979
2020-0004061,API,M,1979
2020-0004061,Black or African American,Female,1986
2020-0004063,S,M,1963
2020-0004066,WHI,M,1973
2020-0004066,Black or African American,Female,1988
2020-0004068,BLK,M,1961
2020-0004068,Black or African American,Female,1989
2020-0004072,WHI,M,1978
2020-0004072,Black or African American,Male,1998
2020-0004073,Black or African American,Female,1957
2020-0004077,S,M,1970
2020-0004078,Black or African American,Male,1986
2020-0004079,Black or African American,Male,2001
2020-0004088,Black or African American,NULL,1988
2020-0004103,S,M,1963
2020-0004117,Black or African American,Female,1991
2020-0004118,Black or African American,Male,1984
2020-0004120,NULL,Male,1984
2020-0004123,Black or African American,Male,1974
2020-0004126,WHI,M,1970
2020-0004128,White,Male,1990
2020-0004130,Asian,Female,1994
2020-0004148,NULL,Female,1990
2020-0004156,White,Female,NULL
2020-0004166,Black or African American,Male,1975
2020-0004171,Black or African American,Male,1991
2020-0004177,BLK,M,1969
2020-0004178,Black or African American,Female,1976
2020-0004181,White,Male,1988
2020-0004183,Black or African American,Male,1980
2020-0004183,WHI,M,1975
2020-0004185,S,M,1974
2020-0004185,White,Female,1987
2020-0004188,Not listed,Non-binary/third gender,1992
2020-0004190,Black or African American,Male,1983
2020-0004192,Not listed,Male,NULL
2020-0004194,WHI,M,1963
2020-0004196,Black or African American,Male,1980
2020-0004204,Black or African American,Female,1997
2020-0004204,BLK,M,1972
2020-0004208,Black or African American,Male,1988
2020-0004213,Black or African American,Male,1988
2020-0004213,NULL,Female,NULL
2020-0004219,"Some Other Race, Ethnicity, or Origin",Female,NULL
2020-0004229,Black or African American,Female,1982
2020-0004237,WHI,M,1978
2020-0004237,Black or African American,Female,1985
2020-0004238,Black or African American,Male,1998
2020-0004242,"Some Other Race, Ethnicity, or Origin",Male,1986
2020-0004250,Black or African American,Female,1998
2020-0004257,White,Male,1981
2020-0004259,"Hispanic, Latino, or Spanish Origin",Female,1988
2020-0004259,WHI,M,1972
2020-0004261,Black or African American,Female,1985
2020-0004271,Black or African American,Male,1981
2020-0004272,Black or African American,Female,1995
2020-0004278,WHI,F,NULL
2020-0004279,Black or African American,Female,1969
2020-0004284,Black or African American,Male,1987
2020-0004292,NULL,NULL,NULL
2020-0004296,Black or African American,NULL,1983
2020-0004312,S,M,1963
2020-0004320,Black or African American,Male,1994
2020-0004335,NULL,NULL,NULL
2020-0004337,NULL,NULL,NULL
2020-0004342,Black or African American,Male,1989
2020-0004346,WHI,F,1970
2020-0004351,Black or African American,Male,1970
2020-0004368,NULL,Female,1993
2020-0004368,BLK,F,1973
2020-0004369,White,Male,1999
2020-0004371,Black or African American,Female,1997
2020-0004376,NULL,Female,1995
2020-0004376,WHI,M,1971
2020-0004382,NULL,NULL,NULL
2020-0004383,Black or African American,Male,1980
2020-0004391,Black or African American,Male,1984
2020-0004394,Black or African American,Male,1992
2020-0004419,NULL,Male,1993
2020-0004423,NULL,NULL,NULL
2020-0004425,Black or African American,Female,1985
2020-0004426,NULL,NULL,NULL
2020-0004427,Black or African American,Male,1983
2020-0004428,White,Male,1961
2020-0004433,NULL,Female,1962
2020-0004433,WHI,M,1971
2020-0004437,NULL,NULL,NULL
2020-0004438,Black or African American,NULL,NULL
2020-0004439,Black or African American,Male,1973
2020-0004441,White,Female,1976
2020-0004444,"Hispanic, Latino, or Spanish Origin",NULL,NULL
2020-0004446,Black or African American,Male,1965
2020-0004463,WHI,M,1969
2020-0004465,Black or African American,Male,NULL
2020-0004465,API,M,1971
2020-0004470,WHI,M,1965
2020-0004475,WHI,F,1976
2020-0004476,WHI,F,1976
2020-0004479,WHI,M,1977
2020-0004494,White,Male,1965
2020-0004497,Black or African American,Male,1947
2020-0004497,BLK,F,1969
2020-0004498,"Hispanic, Latino, or Spanish origin",Male,1985
2020-0004505,Black or African American,Male,1992
2020-0004505,BLK,F,1974
2020-0004508,NULL,Female,1984
2020-0004508,NULL,NULL,NULL
2020-0004522,White,Male,1940
2020-0004526,White,Female,1987
2020-0004526,NULL,NULL,NULL
2020-0004527,Black or African American,NULL,1985
2020-0004528,Black or African American,Male,1979
2020-0004530,"Hispanic, Latino, or Spanish Origin",Male,1999
2020-0004539,Black or African American,Male,1982
2020-0004541,NULL,Male,1973
2020-0004543,Black or African American,Male,1976
2020-0004545,NULL,NULL,NULL
2020-0004547,NULL,Male,1996
2020-0004555,Black or African American,Male,1996
2020-0004555,S,M,1974
2020-0004575,WHI,M,1975
2020-0004575,Black or African American,Male,1966
2020-0004581,Black or African American,Male,1998
2020-0004581,Black or African American,Female,2000
2020-0004581,WHI,M,1960
2020-0004588,Black or African American,Male,1981
2020-0004589,NULL,Female,1989
2020-0004589,WHI,M,1981
2020-0004593,Black or African American,Male,1980
2020-0004596,Black or African American,Female,1978
2020-0004597,NULL,NULL,NULL
2020-0004601,Black or African American,Male,1992
2020-0004609,White,Male,1960
2020-0004609,WHI,M,1973
2020-0004619,Black or African American,Male,1990
2020-0004627,Black or African American,Male,1966
2020-0004628,Black or African American,Male,1981
2020-0004629,"Hispanic, Latino, or Spanish Origin",Male,1997
2020-0004629,"Hispanic, Latino, or Spanish Origin",Female,1979
2020-0004630,Black or African American,Male,1983
2020-0004632,NULL,Female,NULL
2020-0004633,Black or African American,Male,1994
2020-0004634,NULL,NULL,NULL
2020-0004635,Black or African American,Male,1992
2020-0004636,NULL,NULL,NULL
2020-0004637,Black or African American,Male,1993
2020-0004638,NULL,Female,NULL
2020-0004639,"Hispanic, Latino, or Spanish Origin",Male,1983
2020-0004644,"Hispanic, Latino, or Spanish Origin",Male,2004
2020-0004644,"Hispanic, Latino, or Spanish Origin",Female,1982
2020-0004648,NULL,NULL,NULL
2020-0004649,Black or African American,Male,1978
2020-0004663,Black or African American,Male,1996
2020-0004663,WHI,M,NULL
2020-0004665,Black or African American,Male,1995
2020-0004666,Black or African American,Male,1994
2020-0004666,Black or African American,Female,1990
2020-0004666,WHI,M,1976
2020-0004677,Black or African American,Female,1999
2020-0004688,NULL,NULL,NULL
2020-0004697,WHI,M,1967
2020-0004705,Black or African American,Male,2002
2020-0004715,NULL,Female,NULL
2020-0004719,NULL,Female,1995
2020-0004720,Black or African American,Male,1987
2020-0004726,NULL,NULL,NULL
2020-0004733,"Hispanic, Latino, or Spanish Origin",Female,NULL
2020-0004733,WHI,F,1982
2020-0004738,WHI,M,1970
2020-0004738,NULL,Male,1993
2020-0004744,NULL,NULL,NULL
2020-0004744,WHI,M,1974
2020-0004748,BLK,F,1970
2020-0004748,NULL,NULL,NULL
2020-0004761,NULL,NULL,NULL
2020-0004765,"Hispanic, Latino, or Spanish Origin",Male,1994
2020-0004765,S,M,1967
2020-0004785,WHI,M,1975
2020-0004785,Black or African American,Female,1993
2020-0004792,Black or African American,Male,1994
2020-0004793,"Hispanic, Latino, or Spanish origin",Female,2020
2020-0004796,Black or African American,Female,1977
2020-0004799,Black or African American,Male,1979
2020-0004803,WHI,M,1978
2020-0004804,NULL,Male,NULL
2020-0004806,NULL,NULL,NULL
2020-0004806,WHI,M,1981
2020-0004812,Black or African American,Female,1992
2020-0004815,Black or African American,Male,1997
2020-0004828,White,Male,1980
2020-0004833,BLK,M,1970
2020-0004836,BLK,F,1971
2020-0004836,NULL,Female,1965
2020-0004839,S,M,1971
2020-0004845,WHI,M,1981
2020-0004845,Black or African American,Male,1989
2020-0004846,White,Male,1981
2020-0004849,"Hispanic, Latino, or Spanish Origin",Male,1997
2020-0004849,WHI,F,NULL
2020-0004850,NULL,Female,1989
2020-0004850,WHI,M,1974
2020-0004852,WHI,M,1971
2020-0004852,NULL,NULL,NULL
2020-0004855,Not listed,Not listed,1999
2020-0004857,WHI,M,1976
2020-0004859,WHI,M,1969
2020-0004863,White,Female,1985
2020-0004865,WHI,M,1978
2020-0004866,Black or African American,Male,1999
2020-0004869,Black or African American,Male,1989
2020-0004869,Black or African American,Male,1990
2020-0004870,Black or African American,Female,1993
2020-0004873,Black or African American,Female,1989
2020-0004873,NULL,Female,1989
2020-0004873,BLK,F,1975
2020-0004877,Black or African American,Male,1992
2020-0004879,Black or African American,Female,1990
2020-0004879,WHI,M,1970
2020-0004886,Black or African American,Male,1981
2020-0004886,NULL,NULL,NULL
2020-0004886,NULL,NULL,NULL
2020-0004901,"Hispanic, Latino, or Spanish Origin",Female,1994
2020-0004903,Black or African American,Female,1983
2020-0004903,Black or African American,Female,1989
2020-0004918,White,Male,1983
2020-0004920,NULL,NULL,NULL
2020-0004920,WHI,M,1978
2020-0004921,WHI,M,1976
2020-0004921,WHI,F,1982
2020-0004943,White,Female,NULL
2020-0004951,Black or African American,Male,1969
2020-0004951,WHI,M,1964
2020-0004953,WHI,M,1979
2020-0004953,Black or African American,Male,NULL
2020-0004956,Black or African American,Female,1959
2020-0004968,Black or African American,NULL,1983
2020-0004969,Black or African American,Male,1983
2020-0004970,Black or African American,Male,1968
2020-0004971,Black or African American,Male,1980
2020-0004973,Black or African American,Male,1978
2020-0004974,"Hispanic, Latino, or Spanish Origin",Female,1979
2020-0004975,Black or African American,Male,1988
2020-0004981,NULL,Male,1991
2020-0004982,WHI,M,1984
2020-0004985,White,Female,1963
2020-0004985,WHI,M,1967
2020-0004987,White,Male,NULL
2020-0004990,Black or African American,Male,1986
2020-0004992,NULL,NULL,NULL
2020-0005002,Black or African American,Female,1981
2020-0005002,BLK,M,1973
2020-0005008,"Hispanic, Latino, or Spanish origin",Female,1989
2020-0005015,White,Female,1961
2020-0005018,Black or African American,Male,1992
2020-0005025,NULL,Male,NULL
2020-0005026,NULL,Male,NULL
2020-0005034,Black or African American,Male,1984
2020-0005047,Black or African American,Male,1999
2020-0005047,WHI,M,1977
2020-0005048,Black or African American,Male,1997
2020-0005050,Black or African American,Male,1997
2020-0005050,BLK,M,1968
2020-0005051,WHI,M,NULL
2020-0005057,API,M,1970
2020-0005059,API,M,1970
2020-0005065,BLK,M,1973
2020-0005065,"Hispanic, Latino, or Spanish Origin",Female,2000
2020-0005069,NULL,Female,1955
2020-0005069,API,M,1969
2020-0005076,WHI,M,1965
2020-0005076,Black or African American,Male,1999
2020-0005078,"Hispanic, Latino, or Spanish Origin",Male,1980
2020-0005082,Black or African American,Female,1994
2020-0005084,Black or African American,Male,1993
2020-0005092,Black or African American,Female,1986
2020-0005093,NULL,Male,1983
2020-0005104,"Hispanic, Latino, or Spanish Origin",Female,1992
2020-0005105,WHI,M,1977
2020-0005108,WHI,M,1965
2020-0005110,Black or African American,Male,1989
2020-0005125,NULL,Female,1991
2020-0005147,NULL,NULL,NULL
2020-0005151,S,M,1973
2020-0005156,NULL,NULL,1976
2020-0005157,Black or African American,Male,NULL
2020-0005157,WHI,M,1974
2020-0005163,Black or African American,Female,1973
2020-0005163,NULL,Male,NULL
2020-0005164,Black or African American,Male,1990
2020-0005165,NULL,NULL,1993
2020-0005165,WHI,M,1976
2020-0005166,Black or African American,Male,1985
2020-0005177,NULL,NULL,1993
2020-0005177,WHI,M,1979
2020-0005198,Black or African American,Male,1986
2020-0005201,Black or African American,Female,1967
2020-0005216,WHI,M,1947
2020-0005217,WHI,M,1967
2020-0005222,Black or African American,Male,1987
2020-0005224,Black or African American,NULL,NULL
2020-0005224,Black or African American,NULL,NULL
2020-0005225,Black or African American,Male,2002
2020-0005229,NULL,NULL,NULL
2020-0005230,Black or African American,Male,1986
2020-0005241,Black or African American,Male,1987
2020-0005247,NULL,NULL,NULL
2020-0005247,NULL,NULL,NULL
2020-0005247,NULL,NULL,NULL
2020-0005254,"Hispanic, Latino, or Spanish Origin",Male,1983
2020-0005254,API,M,1976
2020-0005255,Black or African American,Male,1972
2020-0005256,Black or African American,Male,1999
2020-0005262,Black or African American,Male,1973
2020-0005263,Black or African American,Male,1973
2020-0005276,Black or African American,Female,1963
2020-0005284,Black or African American,Female,1988
2020-0005284,WHI,M,1973
2020-0005285,White,Female,2020
2020-0005288,Black or African American,Female,1970
2020-0005293,Black or African American,Male,1980
2020-0005295,WHI,M,1967
2020-0005295,WHI,F,1982
2020-0005298,Not listed,Female,1939
2020-0005301,Not listed,Female,1985
2020-0005306,Black or African American,Male,1978
2020-0005308,Black or African American,Male,1964
2020-0005311,Black or African American,Male,1998
2020-0005316,White,Male,NULL
2020-0005324,Black or African American,Male,1994
2020-0005326,NULL,NULL,NULL
2020-0005326,NULL,NULL,NULL
2020-0005338,WHI,M,1968
2020-0005340,WWH,M,NULL
2020-0005345,WHI,M,1979
2020-0005345,Black or African American,Male,1990
2020-0005361,Black or African American,Female,1991
2020-0005367,Black or African American,Male,1993
2020-0005369,Black or African American,Male,1981
2020-0005370,NULL,Male,1978
2020-0005373,NULL,NULL,1978
2020-0005377,NULL,Male,1966
2020-0005377,WHI,M,1981
2020-0005378,Black or African American,Female,NULL
2020-0005411,NULL,Male,1991
2020-0005411,Black or African American,Male,1989
2020-0005442,NULL,NULL,NULL
2020-0005446,Black or African American,Male,1991
2020-0005451,Black or African American,Male,1983
2020-0005452,NULL,NULL,NULL
2020-0005453,Black or African American,Male,1982
2020-0005454,Black or African American,Male,1988
2020-0005455,White,Male,1980
2020-0005456,Black or African American,NULL,1976
2020-0005457,"Hispanic, Latino, or Spanish Origin",Male,1993
2020-0005463,White,Male,1988
2020-0005470,WHI,M,NULL
2020-0005471,White,Female,1990
2020-0005484,BLK,M,1969
2020-0005485,BLK,F,1968
2020-0005486,WHI,F,1982
2020-0005486,WHI,M,1976
2020-0005491,Black or African American,Male,1989
2020-0005492,Black or African American,Male,1993
2020-0005495,Black or African American,Female,1950
2020-0005504,Black or African American,Female,1992
2020-0005512,NULL,Male,NULL
2020-0005517,WHI,M,1975
2020-0005521,S,M,1974
2020-0005521,"Hispanic, Latino, or Spanish Origin",Female,1979
2020-0005522,WHI,M,1975
2020-0005523,WHI,M,1975
2020-0005529,WHI,F,1978
2020-0005529,BLK,M,1965
2020-0005542,White,Male,1972
2020-0005550,Black or African American,Male,1987
2020-0005556,NULL,Female,1994
2020-0005556,NULL,Male,1992
2020-0005556,WHI,M,1973
2020-0005558,Not listed,Not listed,2020
2020-0005559,WHI,F,1966
2020-0005562,Black or African American,NULL,1990
2020-0005563,White,Female,1987
2020-0005582,Not listed,Female,1963
2020-0005585,"Hispanic, Latino, or Spanish origin",Female,2001
2020-0005589,Black or African American,Male,1979
2020-0005590,Black or African American,Male,1979
2020-0005591,White,Male,1960
2020-0005591,WHI,M,1971
2020-0005593,Black or African American,Male,1965
2020-0005612,Black or African American,Male,1987
2020-0005612,Black or African American,Male,1987
2020-0005613,Black or African American,Male,1964
2020-0005619,Black or African American,Male,1995
2020-0005621,WHI,F,1968
2020-0005628,Black or African American,Male,1998
2020-0005628,Black or African American,Female,NULL
2020-0005629,WHI,F,1976
2020-0005634,WHI,M,1967
2020-0005636,White,Female,1985
2020-0005637,Black or African American,Male,1965
2020-0005639,Asian,Male,NULL
2020-0005641,Black or African American,Female,1963
2020-0005642,Black or African American,Female,1963
2020-0005643,Black or African American,Female,1963
2020-0005647,"Hispanic, Latino, or Spanish Origin",Female,NULL
2020-0005647,"Hispanic, Latino, or Spanish Origin",Male,NULL
2020-0005648,WHI,M,NULL
2020-0005650,Black or African American,Male,1987
2020-0005651,NULL,NULL,NULL
2020-0005651,NULL,NULL,NULL
2020-0005662,"Hispanic, Latino, or Spanish Origin",Male,1982
2020-0005667,NULL,NULL,NULL
2020-0005672,Black or African American,Female,1970
2020-0005681,NULL,NULL,NULL
2020-0005688,WHI,M,NULL
2020-0005704,Black or African American,Male,1975
2020-0005718,Black or African American,Male,1982
2020-0005724,Black or African American,Male,1971
2020-0005724,WHI,M,1982
2020-0005727,BLK,M,1966
2020-0005731,WHI,M,NULL
2020-0005731,Black or African American,Male,1968
2020-0005734,Prefer Not to Say,Male,1987
2020-0005738,Black or African American,Female,1996
2020-0005765,WHI,M,1981
2020-0005775,Black or African American,Female,1981
2021-0000001,BLK,M,1966
2021-0000002,WHI,M,1977
2021-0000002,Black or African American,Female,NULL
2021-0000005,WHI,F,1979
2021-0000007,Black or African American,Male,1991
2021-0000010,Black or African American,Female,1990
2021-0000013,Black or African American,Male,1991
2021-0000013,WHI,M,1978
2021-0000015,Black or African American,Male,1974
2021-0000016,NULL,Female,1992
2021-0000017,Black or African American,Male,1986
2021-0000018,Black or African American,Female,1995
2021-0000023,Black or African American,Female,1977
2021-0000025,NULL,Male,NULL
2021-0000025,WHI,M,1978
2021-0000039,WHI,M,1981
2021-0000039,Black or African American,Male,1991
2021-0000043,NULL,NULL,NULL
2021-0000043,BLK,F,1976
2021-0000045,NULL,Male,1980
2021-0000046,Black or African American,Female,1976
2021-0000048,Black or African American,Female,1996
2021-0000056,Black or African American,Female,1973
2021-0000060,NULL,Male,1998
2021-0000062,Not listed,Female,1992
2021-0000063,Black or African American,Female,1976
2021-0000068,NULL,Male,1994
2021-0000071,NULL,NULL,NULL
2021-0000071,NULL,NULL,NULL
2021-0000072,NULL,NULL,NULL
2021-0000073,NULL,NULL,NULL
2021-0000076,Black or African American,Female,1993
2021-0000078,"Hispanic, Latino, or Spanish Origin",Male,2001
2021-0000081,Black or African American,Male,1973
2021-0000086,Not listed,Male,NULL
2021-0000100,Black or African American,Female,NULL
2021-0000100,BLK,F,1980
2021-0000105,Black or African American,Female,1993
2021-0000106,NULL,Female,2001
2021-0000115,Black or African American,Male,NULL
2021-0000115,WHI,M,1970
2021-0000117,WHI,M,1975
2021-0000126,NULL,NULL,NULL
2021-0000130,BLK,M,1969
2021-0000141,NULL,NULL,NULL
2021-0000142,NULL,NULL,NULL
2021-0000143,NULL,NULL,NULL
2021-0000144,Black or African American,Male,1992
2021-0000156,NULL,NULL,NULL
2021-0000156,WHI,M,1971
2021-0000161,Black or African American,Male,1975
2021-0000165,Black or African American,Male,1996
2021-0000166,Black or African American,Female,NULL
2021-0000172,Black or African American,Male,1981
2021-0000181,Black or African American,Female,NULL
2021-0000184,White,Male,1963
2021-0000200,NULL,NULL,NULL
2021-0000200,WHI,F,1984
2021-0000204,Black or African American,Male,1958
2021-0000212,WHI,M,NULL
2021-0000215,American Indian or Alaska Native,Male,1995
2021-0000217,American Indian or Alaska Native,Male,1995
2021-0000225,American Indian or Alaska Native,Male,1995
2021-0000229,American Indian or Alaska Native,Male,1995
2021-0000230,American Indian or Alaska Native,Male,1995
2021-0000231,Black or African American,Male,1961
2021-0000232,Not listed,Male,1985
2021-0000234,BLK,M,1970
2021-0000245,White,Male,1956
2021-0000249,"Hispanic, Latino, or Spanish Origin",Female,NULL
2021-0000249,WHI,M,1967
2021-0000261,WHI,F,1966
2021-0000263,NULL,NULL,NULL
2021-0000264,NULL,Male,NULL
2021-0000265,Black or African American,Male,1993
2021-0000266,NULL,NULL,NULL
2021-0000267,NULL,NULL,NULL
2021-0000293,"Hispanic, Latino, or Spanish Origin",Male,1960
2021-0000294,NULL,Male,1978
2021-0000297,Black or African American,Male,1999
2021-0000298,S,F,1971
2021-0000300,S,F,1971
2021-0000301,S,F,1971
2021-0000302,S,F,1971
2021-0000310,S,M,1973
2021-0000310,Black or African American,Male,1990
2021-0000317,White,Male,1988
2021-0000322,WHI,F,1976
2021-0000323,S,F,1963
2021-0000323,NULL,NULL,NULL
2021-0000324,Black or African American,Female,1999
2021-0000324,Black or African American,Male,NULL
2021-0000329,WHI,M,1967
2021-0000329,WWH,M,1997
2021-0000330,WHI,M,1975
2021-0000331,S,M,1979
2021-0000333,WHI,M,1970
2021-0000334,NULL,NULL,NULL
2021-0000335,Black or African American,Male,1981
2021-0000336,NULL,NULL,NULL
2021-0000337,Black or African American,Male,1992
2021-0000341,WHI,M,1971
2021-0000342,Black or African American,Male,NULL
2021-0000342,Black or African American,Female,1991
2021-0000347,Black or African American,Female,1996
2021-0000348,WHI,M,1973
2021-0000353,Black or African American,Female,1998
2021-0000356,Black or African American,Male,1991
2021-0000364,WHI,M,1971
2021-0000364,WHI,F,1982
2021-0000365,S,M,1975
2021-0000365,NULL,NULL,2008
2021-0000365,NULL,NULL,NULL
2021-0000367,NULL,Female,1990
2021-0000371,Black or African American,Male,1995
2021-0000372,NULL,Male,NULL
2021-0000377,Black or African American,Female,1981
