LOG_NO,RACE,GENDER,BIRTH_YEAR,AGE
2020-0002706,NULL,NULL,NULL,NULL
2020-0002708,NULL,NULL,NULL,NULL
2020-0002710,NULL,NULL,NULL,NULL
2020-0002711,NULL,NULL,NULL,NULL
2020-0002715,NULL,NULL,NULL,NULL
2020-0002716,NULL,NULL,NULL,NULL
2020-0002735,NULL,NULL,NULL,NULL
2020-0002737,NULL,NULL,NULL,NULL
2020-0002738,White,Female,1998,22
2020-0002738,White,Female,1998,22
2020-0002739,NULL,NULL,NULL,NULL
2020-0002742,NULL,NULL,NULL,NULL
2020-0002747,NULL,NULL,NULL,NULL
2020-0002751,NULL,NULL,NULL,NULL
2020-0002752,NULL,NULL,NULL,NULL
2020-0002753,NULL,NULL,NULL,NULL
2020-0002758,NULL,NULL,NULL,NULL
2020-0002760,NULL,NULL,NULL,NULL
2020-0002762,NULL,Male,NULL,NULL
2020-0002764,NULL,NULL,NULL,NULL
2020-0002765,NULL,NULL,NULL,NULL
2020-0002767,NULL,NULL,NULL,NULL
2020-0002767,NULL,NULL,NULL,NULL
2020-0002771,NULL,NULL,NULL,NULL
2020-0002776,NULL,NULL,NULL,NULL
2020-0002777,NULL,NULL,NULL,NULL
2020-0002784,NULL,Male,NULL,NULL
2020-0002792,Black or African American,Female,1999,21
2020-0002793,NULL,NULL,NULL,NULL
2020-0002796,White,Female,1974,46
2020-0002802,NULL,NULL,NULL,NULL
2020-0002803,NULL,NULL,NULL,NULL
2020-0002806,NULL,NULL,NULL,NULL
2020-0002809,NULL,NULL,NULL,NULL
2020-0002816,Black or African American,NULL,1997,23
2020-0002817,NULL,NULL,NULL,NULL
2020-0002821,Black or African American,Male,1992,28
2020-0002827,NULL,NULL,NULL,NULL
2020-0002828,NULL,NULL,NULL,NULL
2020-0002830,Black or African American,Female,1995,25
2020-0002831,NULL,NULL,NULL,NULL
2020-0002832,NULL,NULL,NULL,NULL
2020-0002835,NULL,NULL,NULL,NULL
2020-0002836,NULL,NULL,NULL,NULL
2020-0002838,NULL,NULL,NULL,NULL
2020-0002839,NULL,NULL,NULL,NULL
2020-0002843,NULL,NULL,NULL,NULL
2020-0002845,NULL,NULL,NULL,NULL
2020-0002847,NULL,NULL,NULL,NULL
2020-0002848,NULL,NULL,NULL,NULL
2020-0002852,NULL,NULL,NULL,NULL
2020-0002857,Black or African American,Female,1963,57
2020-0002857,Black or African American,Female,1974,46
2020-0002861,NULL,NULL,NULL,NULL
2020-0002866,Black or African American,Male,NULL,NULL
2020-0002866,Black or African American,NULL,NULL,NULL
2020-0002866,NULL,NULL,NULL,NULL
2020-0002866,NULL,NULL,1993,27
2020-0002867,NULL,NULL,NULL,NULL
2020-0002870,NULL,NULL,NULL,NULL
2020-0002871,NULL,NULL,NULL,NULL
2020-0002872,NULL,NULL,NULL,NULL
2020-0002873,NULL,NULL,NULL,NULL
2020-0002881,NULL,NULL,NULL,NULL
2020-0002882,NULL,NULL,NULL,NULL
2020-0002886,NULL,NULL,NULL,NULL
2020-0002888,NULL,NULL,NULL,NULL
2020-0002890,Black or African American,Female,2002,18
2020-0002890,Black or African American,Female,1950,70
2020-0002891,White,Male,NULL,NULL
2020-0002891,White,Male,NULL,NULL
2020-0002892,NULL,Female,NULL,NULL
2020-0002892,NULL,Male,NULL,NULL
2020-0002893,Black or African American,Female,NULL,NULL
2020-0002893,Black or African American,Male,2001,19
2020-0002896,NULL,NULL,NULL,NULL
2020-0002897,NULL,NULL,NULL,NULL
2020-0002900,NULL,NULL,NULL,NULL
2020-0002906,NULL,NULL,NULL,NULL
2020-0002907,NULL,NULL,NULL,NULL
2020-0002911,NULL,NULL,NULL,NULL
2020-0002912,NULL,NULL,NULL,NULL
2020-0002915,NULL,Male,NULL,NULL
2020-0002918,NULL,NULL,NULL,NULL
2020-0002920,White,Female,2020,0
2020-0002921,NULL,NULL,NULL,NULL
2020-0002922,NULL,NULL,NULL,NULL
2020-0002924,NULL,NULL,NULL,NULL
2020-0002925,Black or African American,NULL,NULL,NULL
2020-0002926,NULL,NULL,NULL,NULL
2020-0002927,NULL,NULL,NULL,NULL
2020-0002929,NULL,NULL,NULL,NULL
2020-0002936,NULL,NULL,NULL,NULL
2020-0002942,White,Male,NULL,NULL
2020-0002943,NULL,NULL,NULL,NULL
2020-0002944,NULL,NULL,NULL,NULL
2020-0002946,NULL,NULL,NULL,NULL
2020-0002947,Black or African American,Male,1949,71
2020-0002952,NULL,NULL,NULL,NULL
2020-0002955,NULL,NULL,NULL,NULL
2020-0002959,NULL,NULL,NULL,NULL
2020-0002962,NULL,NULL,NULL,NULL
2020-0002963,NULL,NULL,NULL,NULL
2020-0002964,NULL,NULL,NULL,NULL
2020-0002965,NULL,NULL,NULL,NULL
2020-0002966,NULL,NULL,NULL,NULL
2020-0002970,NULL,NULL,NULL,NULL
2020-0002971,NULL,NULL,NULL,NULL
2020-0002972,NULL,NULL,NULL,NULL
2020-0002974,NULL,NULL,NULL,NULL
2020-0002975,NULL,NULL,NULL,NULL
2020-0002979,NULL,NULL,NULL,NULL
2020-0002982,NULL,NULL,NULL,NULL
2020-0002983,"Hispanic, Latino, or Spanish Origin",Male,1977,43
2020-0002990,NULL,NULL,NULL,NULL
2020-0002992,NULL,NULL,NULL,NULL
2020-0003002,NULL,NULL,NULL,NULL
2020-0003003,"Hispanic, Latino, or Spanish origin",Female,1990,30
2020-0003007,Unknown,Male,1940,80
2020-0003008,NULL,NULL,NULL,NULL
2020-0003011,NULL,NULL,NULL,NULL
2020-0003015,NULL,NULL,NULL,NULL
2020-0003017,NULL,NULL,NULL,NULL
2020-0003018,NULL,NULL,NULL,NULL
2020-0003020,NULL,Female,1996,24
2020-0003020,Black or African American,Female,2001,19
2020-0003020,NULL,Female,NULL,NULL
2020-0003020,Black or African American,Male,NULL,NULL
2020-0003023,NULL,NULL,NULL,NULL
2020-0003024,NULL,NULL,NULL,NULL
2020-0003030,NULL,NULL,NULL,NULL
2020-0003044,NULL,NULL,NULL,NULL
2020-0003047,NULL,NULL,NULL,NULL
2020-0003051,NULL,NULL,NULL,NULL
2020-0003053,NULL,NULL,NULL,NULL
2020-0003054,NULL,NULL,NULL,NULL
2020-0003070,NULL,NULL,NULL,NULL
2020-0003074,Black or African American,Female,NULL,NULL
2020-0003076,NULL,NULL,NULL,NULL
2020-0003077,NULL,NULL,NULL,NULL
2020-0003078,NULL,NULL,NULL,NULL
2020-0003081,NULL,NULL,NULL,NULL
2020-0003086,NULL,NULL,NULL,NULL
2020-0003088,NULL,NULL,NULL,NULL
2020-0003089,NULL,NULL,NULL,NULL
2020-0003096,NULL,NULL,NULL,NULL
2020-0003099,NULL,NULL,NULL,NULL
2020-0003104,NULL,Female,1970,50
2020-0003105,NULL,NULL,NULL,NULL
2020-0003106,NULL,NULL,NULL,NULL
2020-0003108,NULL,NULL,NULL,NULL
2020-0003112,NULL,NULL,NULL,NULL
2020-0003113,NULL,NULL,NULL,NULL
2020-0003115,NULL,NULL,NULL,NULL
2020-0003117,NULL,NULL,NULL,NULL
2020-0003119,NULL,NULL,NULL,NULL
2020-0003120,White,Female,1956,64
2020-0003121,NULL,NULL,NULL,NULL
2020-0003123,NULL,NULL,NULL,NULL
2020-0003124,NULL,NULL,NULL,NULL
2020-0003126,Black or African American,Female,2020,0
2020-0003127,NULL,NULL,NULL,NULL
2020-0003128,NULL,NULL,NULL,NULL
2020-0003130,NULL,NULL,NULL,NULL
2020-0003131,NULL,NULL,NULL,NULL
2020-0003132,NULL,NULL,NULL,NULL
2020-0003138,NULL,NULL,NULL,NULL
2020-0003139,NULL,NULL,NULL,NULL
2020-0003141,NULL,NULL,NULL,NULL
2020-0003148,NULL,Female,1983,37
2020-0003149,NULL,NULL,NULL,NULL
2020-0003154,NULL,NULL,NULL,NULL
2020-0003155,NULL,NULL,NULL,NULL
2020-0003160,NULL,NULL,NULL,NULL
2020-0003161,NULL,NULL,NULL,NULL
2020-0003162,NULL,Female,1975,45
2020-0003162,NULL,Female,NULL,NULL
2020-0003162,NULL,Female,2003,17
2020-0003164,NULL,NULL,NULL,NULL
2020-0003168,NULL,NULL,NULL,NULL
2020-0003170,NULL,NULL,NULL,NULL
2020-0003171,NULL,NULL,NULL,NULL
2020-0003172,White,Female,1956,64
2020-0003174,NULL,NULL,NULL,NULL
2020-0003175,Black or African American,Female,NULL,NULL
2020-0003176,NULL,NULL,NULL,NULL
2020-0003182,NULL,NULL,NULL,NULL
2020-0003183,NULL,Female,1995,25
2020-0003191,NULL,NULL,NULL,NULL
2020-0003192,White,Female,NULL,NULL
2020-0003192,NULL,NULL,NULL,NULL
2020-0003192,Black or African American,Female,1970,50
2020-0003192,NULL,Female,NULL,NULL
2020-0003195,NULL,NULL,NULL,NULL
2020-0003208,NULL,NULL,NULL,NULL
2020-0003212,Black or African American,Male,1994,26
2020-0003216,NULL,NULL,NULL,NULL
2020-0003219,NULL,NULL,NULL,NULL
2020-0003220,White,NULL,NULL,NULL
2020-0003223,NULL,Female,1983,37
2020-0003223,NULL,Male,1981,39
2020-0003223,NULL,Male,2003,17
2020-0003223,NULL,Male,2006,14
2020-0003223,NULL,Male,2005,15
2020-0003224,NULL,NULL,NULL,NULL
2020-0003238,NULL,Male,NULL,NULL
2020-0003238,NULL,NULL,NULL,NULL
2020-0003238,NULL,NULL,NULL,NULL
2020-0003239,NULL,NULL,NULL,NULL
2020-0003240,NULL,NULL,NULL,NULL
2020-0003245,NULL,NULL,NULL,NULL
2020-0003246,NULL,NULL,NULL,NULL
2020-0003247,NULL,NULL,NULL,NULL
2020-0003248,NULL,NULL,NULL,NULL
2020-0003249,Black or African American,Male,NULL,NULL
2020-0003250,NULL,NULL,NULL,NULL
2020-0003252,NULL,NULL,NULL,NULL
2020-0003253,NULL,NULL,NULL,NULL
2020-0003254,NULL,NULL,NULL,NULL
2020-0003256,"Hispanic, Latino, or Spanish origin",Female,NULL,NULL
2020-0003256,White,Female,NULL,NULL
2020-0003257,White,Male,1998,22
2020-0003258,NULL,NULL,NULL,NULL
2020-0003259,NULL,NULL,NULL,NULL
2020-0003260,NULL,NULL,NULL,NULL
2020-0003261,NULL,NULL,NULL,NULL
2020-0003262,NULL,NULL,NULL,NULL
2020-0003263,NULL,NULL,NULL,NULL
2020-0003265,NULL,NULL,NULL,NULL
2020-0003267,NULL,NULL,NULL,NULL
2020-0003268,NULL,NULL,NULL,NULL
2020-0003273,NULL,NULL,NULL,NULL
2020-0003274,NULL,NULL,NULL,NULL
2020-0003277,NULL,NULL,NULL,NULL
2020-0003280,NULL,NULL,NULL,NULL
2020-0003281,NULL,NULL,NULL,NULL
2020-0003281,NULL,NULL,NULL,NULL
2020-0003282,Black or African American,Female,NULL,NULL
2020-0003282,White,Female,1980,40
2020-0003283,Black or African American,Female,2000,20
2020-0003286,NULL,NULL,NULL,NULL
2020-0003289,White,Male,1988,32
2020-0003291,NULL,NULL,NULL,NULL
2020-0003293,NULL,NULL,NULL,NULL
2020-0003297,NULL,NULL,NULL,NULL
2020-0003299,NULL,NULL,NULL,NULL
2020-0003305,Black or African American,Female,NULL,NULL
2020-0003307,NULL,NULL,NULL,NULL
2020-0003310,NULL,NULL,NULL,NULL
2020-0003313,Black or African American,Male,1993,27
2020-0003315,NULL,NULL,NULL,NULL
2020-0003317,NULL,NULL,NULL,NULL
2020-0003317,NULL,NULL,NULL,NULL
2020-0003318,NULL,NULL,NULL,NULL
2020-0003319,NULL,NULL,NULL,NULL
2020-0003320,NULL,NULL,NULL,NULL
2020-0003321,NULL,NULL,NULL,NULL
2020-0003325,NULL,NULL,NULL,NULL
2020-0003326,NULL,NULL,NULL,NULL
2020-0003327,NULL,NULL,NULL,NULL
2020-0003328,NULL,NULL,NULL,NULL
2020-0003329,NULL,NULL,NULL,NULL
2020-0003332,NULL,NULL,NULL,NULL
2020-0003334,"Hispanic, Latino, or Spanish origin",Prefer not to say,1962,58
2020-0003334,White,Prefer not to say,NULL,NULL
2020-0003339,NULL,NULL,NULL,NULL
2020-0003341,NULL,NULL,NULL,NULL
2020-0003344,"Hispanic, Latino, or Spanish Origin",Male,1995,25
2020-0003352,NULL,NULL,NULL,NULL
2020-0003355,NULL,NULL,NULL,NULL
2020-0003361,NULL,NULL,NULL,NULL
2020-0003362,NULL,NULL,NULL,NULL
2020-0003365,NULL,NULL,NULL,NULL
2020-0003366,NULL,NULL,NULL,NULL
2020-0003369,NULL,NULL,NULL,NULL
2020-0003374,NULL,NULL,NULL,NULL
2020-0003376,NULL,NULL,NULL,NULL
2020-0003385,NULL,NULL,NULL,NULL
2020-0003392,NULL,NULL,NULL,NULL
2020-0003398,NULL,NULL,NULL,NULL
2020-0003402,NULL,NULL,NULL,NULL
2020-0003403,NULL,NULL,NULL,NULL
2020-0003407,NULL,NULL,NULL,NULL
2020-0003409,NULL,Female,1996,24
2020-0003411,NULL,NULL,NULL,NULL
2020-0003413,NULL,NULL,NULL,NULL
2020-0003424,NULL,NULL,NULL,NULL
2020-0003427,NULL,Male,NULL,NULL
2020-0003428,Black or African American,Male,NULL,NULL
2020-0003432,NULL,NULL,NULL,NULL
2020-0003435,NULL,NULL,NULL,NULL
2020-0003438,NULL,NULL,NULL,NULL
2020-0003439,NULL,NULL,NULL,NULL
2020-0003442,NULL,NULL,NULL,NULL
2020-0003443,White,Male,NULL,NULL
2020-0003445,NULL,NULL,NULL,NULL
2020-0003451,Black or African American,Male,1989,31
2020-0003451,Black or African American,Female,1998,22
2020-0003451,Black or African American,Female,NULL,NULL
2020-0003458,White,Female,1959,61
2020-0003458,Black or African American,Male,1991,29
2020-0003461,NULL,NULL,NULL,NULL
2020-0003463,NULL,NULL,NULL,NULL
2020-0003465,NULL,NULL,NULL,NULL
2020-0003466,NULL,NULL,NULL,NULL
2020-0003471,NULL,NULL,NULL,NULL
2020-0003474,NULL,NULL,NULL,NULL
2020-0003480,NULL,NULL,NULL,NULL
2020-0003483,NULL,NULL,NULL,NULL
2020-0003486,NULL,NULL,NULL,NULL
2020-0003488,NULL,NULL,NULL,NULL
2020-0003489,NULL,NULL,NULL,NULL
2020-0003492,NULL,NULL,NULL,NULL
2020-0003503,NULL,NULL,NULL,NULL
2020-0003505,NULL,NULL,NULL,NULL
2020-0003508,NULL,NULL,NULL,NULL
2020-0003510,NULL,NULL,NULL,NULL
2020-0003514,NULL,NULL,NULL,NULL
2020-0003517,NULL,NULL,NULL,NULL
2020-0003518,NULL,NULL,NULL,NULL
2020-0003519,NULL,NULL,NULL,NULL
2020-0003520,NULL,NULL,NULL,NULL
2020-0003521,NULL,NULL,NULL,NULL
2020-0003522,White,Female,NULL,NULL
2020-0003523,NULL,NULL,NULL,NULL
2020-0003524,NULL,NULL,NULL,NULL
2020-0003525,NULL,NULL,NULL,NULL
2020-0003526,NULL,NULL,NULL,NULL
2020-0003528,NULL,NULL,NULL,NULL
2020-0003529,NULL,NULL,NULL,NULL
2020-0003530,NULL,NULL,NULL,NULL
2020-0003531,NULL,NULL,NULL,NULL
2020-0003532,NULL,NULL,NULL,NULL
2020-0003533,NULL,NULL,NULL,NULL
2020-0003534,Black or African American,Male,NULL,NULL
2020-0003535,NULL,NULL,NULL,NULL
2020-0003537,NULL,NULL,NULL,NULL
2020-0003538,NULL,NULL,NULL,NULL
2020-0003539,NULL,NULL,NULL,NULL
2020-0003542,NULL,NULL,NULL,NULL
2020-0003546,NULL,NULL,NULL,NULL
2020-0003550,Black or African American,Male,1989,31
2020-0003555,NULL,NULL,NULL,NULL
2020-0003559,NULL,NULL,NULL,NULL
2020-0003561,NULL,NULL,NULL,NULL
2020-0003564,"Hispanic, Latino, or Spanish origin",Male,1993,27
2020-0003566,NULL,NULL,NULL,NULL
2020-0003569,Asian,Female,1992,28
2020-0003570,Black or African American,Female,NULL,NULL
2020-0003570,Black or African American,Female,1992,28
2020-0003584,Black or African American,Female,NULL,NULL
2020-0003585,Black or African American,Female,1997,23
2020-0003586,NULL,NULL,NULL,NULL
2020-0003593,Black or African American,Male,1996,24
2020-0003594,NULL,NULL,NULL,NULL
2020-0003602,NULL,NULL,NULL,NULL
2020-0003607,NULL,NULL,NULL,NULL
2020-0003609,NULL,NULL,NULL,NULL
2020-0003612,Black or African American,Female,1997,23
2020-0003612,Black or African American,Male,1989,31
2020-0003622,NULL,NULL,NULL,NULL
2020-0003630,Black or African American,Male,NULL,NULL
2020-0003635,NULL,NULL,NULL,NULL
2020-0003646,NULL,NULL,NULL,NULL
2020-0003647,Black or African American,Female,NULL,NULL
2020-0003647,Black or African American,Female,NULL,NULL
2020-0003647,NULL,Female,NULL,NULL
2020-0003647,Black or African American,Female,1988,32
2020-0003647,Black or African American,Female,1963,57
2020-0003648,NULL,NULL,NULL,NULL
2020-0003661,NULL,NULL,NULL,NULL
2020-0003664,NULL,NULL,NULL,NULL
2020-0003670,NULL,NULL,NULL,NULL
2020-0003671,NULL,NULL,NULL,NULL
2020-0003671,NULL,NULL,NULL,NULL
2020-0003672,NULL,Male,1983,37
2020-0003678,NULL,NULL,NULL,NULL
2020-0003681,NULL,NULL,NULL,NULL
2020-0003686,Black or African American,Female,1998,22
2020-0003688,White,Female,1970,50
2020-0003692,Black or African American,Male,NULL,NULL
2020-0003700,NULL,NULL,NULL,NULL
2020-0003704,NULL,NULL,NULL,NULL
2020-0003705,NULL,NULL,NULL,NULL
2020-0003707,NULL,NULL,NULL,NULL
2020-0003709,NULL,NULL,NULL,NULL
2020-0003730,NULL,NULL,NULL,NULL
2020-0003734,Black or African American,Female,2001,19
2020-0003736,NULL,NULL,NULL,NULL
2020-0003742,NULL,NULL,NULL,NULL
2020-0003750,NULL,NULL,NULL,NULL
2020-0003752,NULL,NULL,NULL,NULL
2020-0003756,NULL,NULL,NULL,NULL
2020-0003758,NULL,NULL,NULL,NULL
2020-0003765,NULL,NULL,NULL,NULL
2020-0003770,"Hispanic, Latino, or Spanish Origin",Male,1965,55
2020-0003772,Black or African American,Female,NULL,NULL
2020-0003773,Black or African American,Male,NULL,NULL
2020-0003774,NULL,NULL,NULL,NULL
2020-0003775,NULL,NULL,NULL,NULL
2020-0003781,NULL,NULL,NULL,NULL
2020-0003785,NULL,NULL,NULL,NULL
2020-0003799,NULL,NULL,NULL,NULL
2020-0003802,NULL,NULL,NULL,NULL
2020-0003810,NULL,NULL,NULL,NULL
2020-0003818,NULL,Male,NULL,NULL
2020-0003820,White,Male,1995,25
2020-0003822,"Hispanic, Latino, or Spanish Origin",Male,NULL,NULL
2020-0003823,NULL,NULL,NULL,NULL
2020-0003826,NULL,NULL,NULL,NULL
2020-0003830,NULL,NULL,NULL,NULL
2020-0003835,NULL,NULL,NULL,NULL
2020-0003836,NULL,NULL,NULL,NULL
2020-0003839,NULL,NULL,NULL,NULL
2020-0003842,NULL,NULL,NULL,NULL
2020-0003846,White,Male,1995,25
2020-0003850,NULL,NULL,NULL,NULL
2020-0003851,NULL,NULL,NULL,NULL
2020-0003852,NULL,NULL,NULL,NULL
2020-0003857,NULL,NULL,NULL,NULL
2020-0003858,NULL,Female,NULL,NULL
2020-0003864,White,Female,1990,30
2020-0003866,White,Male,1996,24
2020-0003866,White,Female,1998,22
2020-0003867,NULL,NULL,NULL,NULL
2020-0003870,NULL,NULL,NULL,NULL
2020-0003871,NULL,NULL,NULL,NULL
2020-0003874,NULL,NULL,NULL,NULL
2020-0003874,NULL,NULL,NULL,NULL
2020-0003875,"Hispanic, Latino, or Spanish Origin",Male,2003,17
2020-0003876,NULL,NULL,NULL,NULL
2020-0003895,NULL,NULL,NULL,NULL
2020-0003897,NULL,NULL,NULL,NULL
2020-0003901,NULL,NULL,NULL,NULL
2020-0003902,NULL,NULL,NULL,NULL
2020-0003904,Black or African American,Female,NULL,NULL
2020-0003904,NULL,Female,NULL,NULL
2020-0003909,NULL,NULL,NULL,NULL
2020-0003911,"Some Other Race, Ethnicity, or Origin",Male,1994,26
2020-0003912,NULL,NULL,NULL,NULL
2020-0003918,Black or African American,Male,NULL,NULL
2020-0003928,NULL,NULL,1993,27
2020-0003938,NULL,NULL,NULL,NULL
2020-0003949,NULL,NULL,NULL,NULL
2020-0003961,"Hispanic, Latino, or Spanish origin",Male,1996,24
2020-0003961,"Hispanic, Latino, or Spanish Origin",Male,NULL,NULL
2020-0003965,NULL,NULL,NULL,NULL
2020-0003967,Black or African American,Female,NULL,NULL
2020-0003971,NULL,NULL,NULL,NULL
2020-0003980,NULL,NULL,NULL,NULL
2020-0003986,NULL,NULL,NULL,NULL
2020-0003987,NULL,NULL,NULL,NULL
2020-0003995,NULL,NULL,NULL,NULL
2020-0004001,NULL,NULL,NULL,NULL
2020-0004006,NULL,NULL,NULL,NULL
2020-0004009,NULL,NULL,NULL,NULL
2020-0004010,NULL,NULL,NULL,NULL
2020-0004013,NULL,NULL,NULL,NULL
2020-0004024,NULL,Male,1998,22
2020-0004030,NULL,NULL,NULL,NULL
2020-0004032,NULL,NULL,NULL,NULL
2020-0004036,NULL,NULL,NULL,NULL
2020-0004040,NULL,NULL,NULL,NULL
2020-0004043,NULL,NULL,NULL,NULL
2020-0004046,NULL,NULL,NULL,NULL
2020-0004047,NULL,NULL,NULL,NULL
2020-0004048,NULL,NULL,NULL,NULL
2020-0004049,NULL,NULL,NULL,NULL
2020-0004050,NULL,NULL,NULL,NULL
2020-0004052,NULL,NULL,NULL,NULL
2020-0004053,NULL,NULL,NULL,NULL
2020-0004057,NULL,NULL,NULL,NULL
2020-0004057,White,Male,1973,47
2020-0004059,Black or African American,Male,NULL,NULL
2020-0004061,NULL,NULL,NULL,NULL
2020-0004063,NULL,NULL,NULL,NULL
2020-0004066,NULL,NULL,NULL,NULL
2020-0004068,NULL,NULL,NULL,NULL
2020-0004072,Black or African American,Female,NULL,NULL
2020-0004073,NULL,NULL,NULL,NULL
2020-0004077,NULL,NULL,NULL,NULL
2020-0004078,NULL,NULL,NULL,NULL
2020-0004079,NULL,Male,NULL,NULL
2020-0004079,NULL,Male,NULL,NULL
2020-0004079,NULL,Male,NULL,NULL
2020-0004088,NULL,NULL,NULL,NULL
2020-0004103,NULL,NULL,NULL,NULL
2020-0004117,NULL,NULL,NULL,NULL
2020-0004118,NULL,NULL,NULL,NULL
2020-0004120,NULL,NULL,NULL,NULL
2020-0004123,Black or African American,Female,NULL,NULL
2020-0004126,NULL,NULL,NULL,NULL
2020-0004128,NULL,NULL,NULL,NULL
2020-0004130,Asian,Male,1989,31
2020-0004130,Asian,Male,1987,33
2020-0004148,Black or African American,Male,1992,28
2020-0004156,NULL,NULL,NULL,NULL
2020-0004166,NULL,NULL,NULL,NULL
2020-0004171,NULL,NULL,NULL,NULL
2020-0004177,NULL,NULL,NULL,NULL
2020-0004178,Black or African American,Male,1977,43
2020-0004181,NULL,NULL,NULL,NULL
2020-0004183,NULL,NULL,NULL,NULL
2020-0004185,Black or African American,Male,1982,38
2020-0004188,NULL,NULL,NULL,NULL
2020-0004190,NULL,NULL,NULL,NULL
2020-0004192,NULL,NULL,1974,46
2020-0004194,NULL,NULL,NULL,NULL
2020-0004196,Black or African American,Female,NULL,NULL
2020-0004204,NULL,NULL,NULL,NULL
2020-0004208,NULL,NULL,NULL,NULL
2020-0004213,NULL,NULL,NULL,NULL
2020-0004219,NULL,NULL,NULL,NULL
2020-0004229,NULL,NULL,NULL,NULL
2020-0004237,Black or African American,Female,NULL,NULL
2020-0004237,Black or African American,Female,NULL,NULL
2020-0004238,Black or African American,Male,1998,22
2020-0004242,NULL,NULL,NULL,NULL
2020-0004250,Black or African American,Female,NULL,NULL
2020-0004257,NULL,NULL,NULL,NULL
2020-0004259,NULL,NULL,NULL,NULL
2020-0004261,NULL,NULL,NULL,NULL
2020-0004271,NULL,NULL,NULL,NULL
2020-0004272,NULL,NULL,NULL,NULL
2020-0004278,NULL,NULL,NULL,NULL
2020-0004279,Black or African American,Female,1999,21
2020-0004279,Black or African American,Female,1990,30
2020-0004284,Black or African American,Female,NULL,NULL
2020-0004292,NULL,NULL,NULL,NULL
2020-0004296,NULL,NULL,NULL,NULL
2020-0004312,NULL,NULL,NULL,NULL
2020-0004320,NULL,NULL,NULL,NULL
2020-0004335,Asian,Male,NULL,NULL
2020-0004337,NULL,NULL,NULL,NULL
2020-0004342,NULL,NULL,NULL,NULL
2020-0004346,NULL,NULL,NULL,NULL
2020-0004351,Black or African American,Female,1994,26
2020-0004368,NULL,NULL,NULL,NULL
2020-0004369,NULL,NULL,NULL,NULL
2020-0004371,Black or African American,Male,1998,22
2020-0004376,NULL,NULL,NULL,NULL
2020-0004382,NULL,NULL,NULL,NULL
2020-0004383,Black or African American,Female,1988,32
2020-0004391,NULL,NULL,NULL,NULL
2020-0004394,NULL,NULL,NULL,NULL
2020-0004419,NULL,NULL,NULL,NULL
2020-0004423,NULL,NULL,NULL,NULL
2020-0004425,NULL,NULL,NULL,NULL
2020-0004426,NULL,NULL,NULL,NULL
2020-0004427,NULL,NULL,NULL,NULL
2020-0004427,Black or African American,Female,NULL,NULL
2020-0004428,NULL,NULL,NULL,NULL
2020-0004433,NULL,NULL,NULL,NULL
2020-0004437,NULL,NULL,NULL,NULL
2020-0004438,NULL,NULL,NULL,NULL
2020-0004439,NULL,NULL,NULL,NULL
2020-0004441,Black or African American,Female,2005,15
2020-0004444,"Hispanic, Latino, or Spanish Origin",NULL,NULL,NULL
2020-0004446,NULL,NULL,NULL,NULL
2020-0004463,NULL,NULL,NULL,NULL
2020-0004465,Black or African American,Male,NULL,NULL
2020-0004470,NULL,NULL,NULL,NULL
2020-0004475,NULL,NULL,NULL,NULL
2020-0004476,NULL,NULL,NULL,NULL
2020-0004479,NULL,NULL,NULL,NULL
2020-0004494,NULL,NULL,NULL,NULL
2020-0004497,Black or African American,Female,NULL,NULL
2020-0004497,Black or African American,Female,NULL,NULL
2020-0004498,"Hispanic, Latino, or Spanish origin",Male,2004,16
2020-0004505,NULL,NULL,NULL,NULL
2020-0004508,NULL,NULL,NULL,NULL
2020-0004522,NULL,NULL,NULL,NULL
2020-0004526,NULL,NULL,NULL,NULL
2020-0004527,NULL,NULL,NULL,NULL
2020-0004528,Black or African American,Female,1973,47
2020-0004530,NULL,NULL,NULL,NULL
2020-0004539,Black or African American,Female,NULL,NULL
2020-0004541,NULL,NULL,NULL,NULL
2020-0004543,NULL,NULL,NULL,NULL
2020-0004545,NULL,NULL,NULL,NULL
2020-0004547,NULL,NULL,NULL,NULL
2020-0004555,Black or African American,Female,NULL,NULL
2020-0004575,NULL,Male,NULL,NULL
2020-0004581,NULL,NULL,NULL,NULL
2020-0004588,NULL,NULL,NULL,NULL
2020-0004589,NULL,NULL,NULL,NULL
2020-0004593,NULL,NULL,NULL,NULL
2020-0004596,NULL,NULL,NULL,NULL
2020-0004597,NULL,NULL,NULL,NULL
2020-0004601,NULL,NULL,NULL,NULL
2020-0004609,NULL,NULL,NULL,NULL
2020-0004619,Black or African American,Female,1991,29
2020-0004627,NULL,NULL,NULL,NULL
2020-0004628,NULL,NULL,NULL,NULL
2020-0004629,NULL,NULL,NULL,NULL
2020-0004630,NULL,NULL,NULL,NULL
2020-0004632,NULL,NULL,NULL,NULL
2020-0004633,NULL,NULL,NULL,NULL
2020-0004634,NULL,NULL,NULL,NULL
2020-0004635,NULL,NULL,NULL,NULL
2020-0004636,NULL,NULL,NULL,NULL
2020-0004637,NULL,NULL,NULL,NULL
2020-0004638,NULL,NULL,NULL,NULL
2020-0004639,NULL,NULL,NULL,NULL
2020-0004644,NULL,NULL,NULL,NULL
2020-0004648,NULL,Male,NULL,NULL
2020-0004648,NULL,Female,NULL,NULL
2020-0004649,NULL,NULL,NULL,NULL
2020-0004663,NULL,NULL,NULL,NULL
2020-0004665,NULL,NULL,NULL,NULL
2020-0004666,Black or African American,Male,1994,26
